Type;FSQ;
Version;4.75;
Date;08.Jan 18;
Mode;ANALYZER;
Center Freq;6489000000.000000;Hz
Freq Offset;0.000000;Hz
Span;10000000.000000;Hz
x-Axis;LIN;
Start;6484000000.000000;Hz
Stop;6494000000.000000;Hz
Ref Level;0.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;25.000000;dB
El Att;0.000000;dB
RBW;30000.000000;Hz
VBW;100000.000000;Hz
SWT;0.030000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
6491724358.9743586;-63.549495697021484;-92.881027221679688
6491740384.6153851;-65.842796325683594;-99.317298889160156
6491756410.2564106;-74.96246337890625;-88.910972595214844
6491772435.8974361;-65.378875732421875;-79.843879699707031
6491788461.5384617;-65.026763916015625;-88.078445434570313
6491804487.1794872;-65.506431579589844;-71.798652648925781
6491820512.8205128;-64.578437805175781;-88.910972595214844
6491836538.4615383;-62.970401763916016;-76.691726684570312
6491852564.1025639;-70.386314392089844;-77.634895324707031
6491868589.7435894;-65.548210144042969;-77.385917663574219
6491884615.3846149;-72.009010314941406;-93.044921875
6491900641.0256414;-62.714839935302734;-78.427734375
6491916666.666667;-67.699249267578125;-80.94189453125
6491932692.3076925;-65.115951538085937;-82.967811584472656
6491948717.9487181;-62.410476684570313;-80.213546752929688
6491964743.5897436;-63.754276275634766;-80.157081604003906
6491980769.2307692;-62.130531311035156;-85.792396545410156
6491996794.8717947;-65.049797058105469;-95.967483520507813
6492012820.5128202;-67.465492248535156;-76.002296447753906
6492028846.1538458;-62.818714141845703;-62.818714141845703
6492044871.7948713;-63.644271850585938;-72.082748413085938
6492060897.4358978;-67.944068908691406;-78.693092346191406
6492076923.0769234;-60.281791687011719;-79.131950378417969
6492092948.7179489;-62.584861755371094;-105.16923522949219
6492108974.3589745;-65.072891235351563;-105.86447906494141
6492125000;-63.854198455810547;-69.457168579101563
6492141025.6410255;-67.721626281738281;-67.721626281738281
6492157051.2820511;-64.101760864257813;-96.443534851074219
6492173076.9230766;-63.610706329345703;-79.131950378417969
6492189102.5641022;-65.720909118652344;-73.932540893554688
6492205128.2051287;-61.907386779785156;-68.998786926269531
6492221153.8461542;-62.926422119140625;-75.39605712890625
6492237179.4871798;-64.12542724609375;-76.805763244628906
6492253205.1282053;-65.361778259277344;-91.600273132324219
6492269230.7692308;-62.813617706298828;-75.108100891113281
6492285256.4102564;-64.196815490722656;-76.358322143554687
6492301282.0512819;-68.859725952148438;-90.926612854003906
6492317307.6923075;-64.663124084472656;-91.392631530761719
6492333333.333333;-61.565395355224609;-108.85972595214844
6492349358.9743586;-62.357143402099609;-74.29742431640625
6492365384.6153851;-63.183063507080078;-79.368545532226563
6492381410.2564106;-64.32318115234375;-76.591598510742187
6492397435.8974361;-69.684516906738281;-87.107437133789063
6492413461.5384617;-65.010345458984375;-88.910972595214844
6492429487.1794872;-66.3826904296875;-93.914230346679688
6492445512.8205128;-68.129966735839844;-81.782081604003906
6492461538.4615383;-64.609710693359375;-75.139625549316406
6492477564.1025639;-64.547286987304688;-80.579933166503906
6492493589.7435894;-66.279586791992188;-75.863868713378906
6492509615.3846149;-66.428916931152344;-88.460304260253906
6492525641.0256414;-64.716865539550781;-74.859916687011719
6492541666.666667;-63.130069732666016;-72.399452209472656
6492557692.3076925;-62.0999755859375;-74.259292602539062
6492573717.9487181;-68.849517822265625;-100.21354675292969
6492589743.5897436;-69.024787902832031;-84.190841674804688
6492605769.2307692;-68.397102355957031;-80.94189453125
6492621794.8717947;-63.943668365478516;-72.640853881835938
6492637820.5128202;-65.246414184570313;-93.914230346679688
6492653846.1538458;-64.241737365722656;-86.901115417480469
6492669871.7948713;-65.172576904296875;-76.443534851074219
6492685897.4358978;-64.851089477539063;-84.809318542480469
6492701923.0769234;-62.135242462158203;-81.669715881347656
6492717948.7179489;-64.8736572265625;-81.782081604003906
6492733974.3589745;-64.748634338378906;-107.89363098144531
6492750000;-64.883354187011719;-84.402336120605469
6492766025.6410255;-69.203666687011719;-84.713691711425781
6492782051.2820511;-68.257736206054687;-93.044921875
6492798076.9230766;-62.647109985351563;-71.572296142578125
6492814102.5641022;-64.051681518554688;-80.779159545898438
6492830128.2051287;-63.874320983886719;-80.082366943359375
6492846153.8461542;-65.853630065917969;-82.128181457519531
6492862179.4871798;-62.357143402099609;-81.128700256347656
6492878205.1282053;-62.572467803955078;-75.671470642089844
6492894230.7692308;-67.254837036132812;-87.233627319335938
6492910256.4102564;-65.756576538085938;-81.514801025390625
6492926282.0512819;-70.633438110351563;-89.171829223632812
6492942307.6923075;-71.283882141113281;-91.392631530761719
6492958333.333333;-67.921104431152344;-88.707786560058594
6492974358.9743586;-68.921257019042969;-79.454627990722656
6492990384.6153851;-68.406791687011719;-82.3426513671875
6493006410.2564106;-62.727443695068359;-71.45440673828125
6493022435.8974361;-63.502494812011719;-87.535400390625
6493038461.5384617;-63.706153869628906;-79.048988342285156
6493054487.1794872;-65.361778259277344;-72.134735107421875
6493070512.8205128;-65.099365234375;-72.80023193359375
6493086538.4615383;-65.548210144042969;-73.330833435058594
6493102564.1025639;-63.059036254882813;-75.087142944335938
6493118589.7435894;-64.556617736816406;-79.753868103027344
6493134615.3846149;-64.131355285644531;-77.064674377441406
6493150641.0256414;-68.82403564453125;-77.264053344726563
6493166666.666667;-65.189308166503906;-90.30145263671875
6493182692.3076925;-66.467620849609375;-90.926612854003906
6493198717.9487181;-66.1141357421875;-73.144760131835938
6493214743.5897436;-65.162559509277344;-78.458534240722656
6493230769.2307692;-63.596755981445313;-75.266891479492188
6493246794.8717947;-65.583175659179688;-72.978988647460937
6493262820.5128202;-67.049171447753906;-76.358322143554687
6493278846.1538458;-63.236385345458984;-88.315132141113281
6493294871.7948713;-64.051681518554688;-82.464141845703125
6493310897.4358978;-68.798629760742188;-78.051666259765625
6493326923.0769234;-68.578216552734375;-82.3426513671875
6493342948.7179489;-66.987174987792969;-83.984382629394531
6493358974.3589745;-68.514144897460938;-79.215713500976563
6493375000;-66.058441162109375;-89.066543579101563
6493391025.6410255;-66.565155029296875;-82.967811584472656
6493407051.2820511;-64.34442138671875;-100.59965515136719
6493423076.9230766;-69.113761901855469;-100.21354675292969
6493439102.5641022;-62.345069885253906;-92.640853881835938
6493455128.2051287;-70.283378601074219;-99.317298889160156
6493471153.8461542;-69.009178161621094;-94.383857727050781
6493487179.4871798;-68.697746276855469;-78.724853515625
6493503205.1282053;-64.146186828613281;-80.251396179199219
6493519230.7692308;-68.849517822265625;-74.183509826660156
6493535256.4102564;-63.295417785644531;-95.626815795898438
6493551282.0512819;-63.406517028808594;-75.450447082519531
6493567307.6923075;-67.049171447753906;-84.556617736816406
6493583333.333333;-65.089431762695312;-98.983184814453125
6493599358.9743586;-67.233627319335938;-85.614768981933594
6493615384.6153851;-66.188949584960937;-84.250747680664062
6493631410.2564106;-69.894920349121094;-87.757560729980469
6493647435.8974361;-66.905189514160156;-76.468040466308594
6493663461.5384617;-64.116546630859375;-77.090995788574219
6493679487.1794872;-64.175933837890625;-70.817108154296875
6493695512.8205128;-62.639617919921875;-100.21354675292969
6493711538.4615383;-65.471771240234375;-95.406906127929688
6493727564.1025639;-65.995758056640625;-93.644180297851563
6493743589.7435894;-65.828361511230469;-78.885406494140625
6493759615.3846149;-68.859725952148438;-94.099044799804688
6493775641.0256414;-65.988410949707031;-84.250747680664062
6493791666.666667;-67.007789611816406;-72.58575439453125
6493807692.3076925;-68.027229309082031;-73.886848449707031
6493823717.9487181;-65.799575805664063;-100.21354675292969
6493839743.5897436;-64.562850952148438;-71.677665710449219
6493855769.2307692;-67.636886596679687;-74.809089660644531
6493871794.8717947;-65.396003723144531;-65.396003723144531
6493887820.5128202;-65.478691101074219;-82.839126586914062
6493903846.1538458;-65.835578918457031;-84.101760864257813
6493919871.7948713;-66.864486694335938;-83.231040954589844
6493935897.4358978;-65.145881652832031;-74.520027160644531
6493951923.0769234;-69.894920349121094;-83.231040954589844
6493967948.7179489;-65.222854614257813;-75.42864990234375
6493983974.3589745;-67.086585998535156;-77.94921875
6494000000;-67.659111022949219;-83.474960327148438
