Type;FSQ;
Version;4.75;
Date;08.Jan 18;
Mode;ANALYZER;
Center Freq;6489000000.000000;Hz
Freq Offset;0.000000;Hz
Span;10000000.000000;Hz
x-Axis;LIN;
Start;6484000000.000000;Hz
Stop;6494000000.000000;Hz
Ref Level;0.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;25.000000;dB
El Att;0.000000;dB
RBW;30000.000000;Hz
VBW;100000.000000;Hz
SWT;0.030000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
6485971153.8461542;-61.992713928222656;-96.818527221679688
6485987179.4871798;-65.089431762695312;-88.707786560058594
6486003205.1282053;-66.287178039550781;-89.889167785644531
6486019230.7692308;-65.860862731933594;-81.298187255859375
6486035256.4102564;-64.007728576660156;-72.938041687011719
6486051282.0512819;-73.020133972167969;-86.234146118164063
6486067307.6923075;-66.069549560546875;-77.978363037109375
6486083333.333333;-62.410476684570313;-79.506690979003906
6486099358.9743586;-61.101467132568359;-69.246292114257813
6486115384.6153851;-64.24774169921875;-78.305610656738281
6486131410.2564106;-66.203987121582031;-93.914230346679688
6486147435.8974361;-64.479133605957031;-78.200141906738281
6486163461.5384617;-61.784343719482422;-61.784343719482422
6486179487.1794872;-60.513225555419922;-74.58892822265625
6486195512.8205128;-71.090187072753906;-93.468704223632812
6486211538.4615383;-65.703125;-79.843879699707031
6486227564.1025639;-64.338348388671875;-75.693885803222656
6486243589.7435894;-68.962516784667969;-76.805763244628906
6486259615.3846149;-63.658298492431641;-94.383857727050781
6486275641.0256414;-62.210956573486328;-78.305610656738281
6486291666.666667;-63.420162200927734;-63.420162200927734
6486307692.3076925;-63.865692138671875;-63.865692138671875
6486323717.9487181;-67.834403991699219;-83.69769287109375
6486339743.5897436;-67.199798583984375;-97.481895446777344
6486355769.2307692;-66.815895080566406;-81.782081604003906
6486371794.8717947;-65.6007080078125;-65.6007080078125
6486387820.5128202;-66.573005676269531;-90.422935485839844
6486403846.1538458;-67.721626281738281;-77.5928955078125
6486419871.7948713;-63.734428405761719;-82.537849426269531
6486435897.4358978;-60.342906951904297;-66.848258972167969
6486451923.0769234;-64.359626770019531;-79.131950378417969
6486467948.7179489;-61.884468078613281;-81.128700256347656
6486483974.3589745;-68.19598388671875;-74.3453369140625
6486500000;-68.972862243652344;-77.025344848632812
6486516025.6410255;-65.933517456054687;-77.634895324707031
6486532051.2820511;-63.894489288330078;-87.107437133789063
6486548076.9230766;-63.874320983886719;-92.484344482421875
6486564102.5641022;-67.357376098632812;-67.357376098632812
6486580128.2051287;-64.8414306640625;-85.036628723144531
6486596153.8461542;-64.314094543457031;-73.886848449707031
6486612179.4871798;-69.035202026367188;-90.30145263671875
6486628205.1282053;-68.50433349609375;-86.901115417480469
6486644230.7692308;-61.132896423339844;-69.523094177246094
6486660256.4102564;-66.10296630859375;-74.42254638671875
6486676282.0512819;-65.792396545410156;-86.047348022460938
6486692307.6923075;-68.069114685058594;-88.707786560058594
6486708333.333333;-63.788406372070313;-71.921348571777344
6486724358.9743586;-66.707550048828125;-75.39605712890625
6486740384.6153851;-66.659820556640625;-93.644180297851563
6486756410.2564106;-65.344718933105469;-76.999221801757813
6486772435.8974361;-64.609710693359375;-71.777175903320312
6486788461.5384617;-68.737960815429688;-86.819938659667969
6486804487.1794872;-64.525543212890625;-79.3343505859375
6486820512.8205128;-64.365715026855469;-84.341384887695313
6486836538.4615383;-66.021514892578125;-107.89363098144531
6486852564.1025639;-62.537853240966797;-78.693092346191406
6486868589.7435894;-63.045944213867188;-72.247200012207031
6486884615.3846149;-61.055576324462891;-85.614768981933594
6486900641.0256414;-68.09246826171875;-86.234146118164063
6486916666.666667;-65.977401733398437;-82.662117004394531
6486932692.3076925;-66.856369018554688;-74.859916687011719
6486948717.9487181;-64.883354187011719;-71.236732482910156
6486964743.5897436;-67.811729431152344;-90.608406066894531
6486980769.2307692;-63.908924102783203;-93.468704223632812
6486996794.8717947;-66.196464538574219;-73.914230346679688
6487012820.5128202;-64.007728576660156;-86.158943176269531
6487028846.1538458;-67.078254699707031;-84.9384765625
6487044871.7948713;-60.300846099853516;-87.848037719726563
6487060897.4358978;-65.01690673828125;-77.663002014160156
6487076923.0769234;-66.177688598632812;-90.734291076660156
6487092948.7179489;-62.869838714599609;-97.762107849121094
6487108974.3589745;-64.031143188476562;-84.650520324707031
6487125000;-63.582828521728516;-73.733268737792969
6487141025.6410255;-61.143398284912109;-66.6400146484375
6487157051.2820511;-66.667755126953125;-88.315132141113281
6487173076.9230766;-66.514297485351563;-90.422935485839844
6487189102.5641022;-66.600532531738281;-74.911033630371094
6487205128.2051287;-67.583793640136719;-73.103019714355469
6487221153.8461542;-65.082809448242188;-65.082809448242188
6487237179.4871798;-63.209682464599609;-74.758560180664063
6487253205.1282053;-62.707290649414063;-85.270042419433594
6487269230.7692308;-62.308940887451172;-73.020133972167969
6487285256.4102564;-65.720909118652344;-84.042869567871094
6487301282.0512819;-62.158832550048828;-96.443534851074219
6487317307.6923075;-62.393470764160156;-85.792396545410156
6487333333.333333;-62.597274780273438;-77.223808288574219
6487349358.9743586;-63.333194732666016;-95.626815795898438
6487365384.6153851;-65.049797058105469;-91.392631530761719
6487381410.2564106;-63.306194305419922;-72.045799255371094
6487397435.8974361;-68.19598388671875;-111.88507843017578
6487413461.5384617;-62.682163238525391;-88.707786560058594
6487429487.1794872;-70.416824340820313;-82.128181457519531
6487445512.8205128;-66.995414733886719;-76.844108581542969
6487461538.4615383;-64.140251159667969;-76.142959594726563
6487477564.1025639;-64.961280822753906;-71.203208923339844
6487493589.7435894;-66.995414733886719;-84.713691711425781
6487509615.3846149;-65.951774597167969;-84.713691711425781
6487525641.0256414;-66.039955139160156;-82.662117004394531
6487541666.666667;-66.014144897460938;-80.738945007324219
6487557692.3076925;-64.420707702636719;-71.317726135253906
6487573717.9487181;-62.163558959960937;-79.541580200195313
6487589743.5897436;-66.89703369140625;-83.613494873046875
6487605769.2307692;-66.747520446777344;-82.712326049804688
6487621794.8717947;-65.738723754882813;-82.839126586914062
6487637820.5128202;-65.583175659179688;-77.804931640625
6487653846.1538458;-63.169784545898437;-105.86447906494141
6487669871.7948713;-67.212471008300781;-78.966812133789062
6487685897.4358978;-60.894798278808594;-71.024391174316406
6487701923.0769234;-61.030647277832031;-82.712326049804688
6487717948.7179489;-65.6007080078125;-76.202247619628906
6487733974.3589745;-59.622344970703125;-82.175384521484375
6487750000;-64.101760864257813;-75.139625549316406
6487766025.6410255;-63.480461120605469;-77.130630493164062
6487782051.2820511;-61.283222198486328;-78.999588012695313
6487798076.9230766;-61.734710693359375;-71.45440673828125
6487814102.5641022;-63.494224548339844;-78.645675659179688
6487830128.2051287;-64.961280822753906;-75.637954711914063
6487846153.8461542;-69.203666687011719;-87.448104858398438
6487862179.4871798;-66.260627746582031;-87.233627319335938
6487878205.1282053;-66.759544372558594;-110.546142578125
6487894230.7692308;-69.33758544921875;-94.383857727050781
6487910256.4102564;-62.537853240966797;-93.044921875
6487926282.0512819;-64.463722229003906;-86.047348022460938
6487942307.6923075;-63.461231231689453;-73.670814514160156
6487958333.333333;-66.905189514160156;-74.778739929199219
6487974358.9743586;-63.466720581054688;-81.782081604003906
6487990384.6153851;-64.4053955078125;-72.507644653320313
6488006410.2564106;-64.353538513183594;-64.353538513183594
6488022435.8974361;-64.503860473632813;-86.620254516601562
6488038461.5384617;-61.300323486328125;-71.057228088378906
6488054487.1794872;-61.907386779785156;-87.024322509765625
6488070512.8205128;-63.513530731201172;-63.513530731201172
6488086538.4615383;-65.026763916015625;-83.839851379394531
6488102564.1025639;-61.969570159912109;-71.433761596679688
6488118589.7435894;-61.447071075439453;-69.645278930664063
6488134615.3846149;-63.480461120605469;-82.3426513671875
6488150641.0256414;-62.677146911621094;-62.677146911621094
6488166666.666667;-62.439704895019531;-71.39947509765625
6488182692.3076925;-66.514297485351563;-91.256912231445312
6488198717.9487181;-65.049797058105469;-83.098426818847656
6488214743.5897436;-64.669425964355469;-103.64147186279297
6488230769.2307692;-61.773036956787109;-75.693885803222656
6488246794.8717947;-61.447071075439453;-90.30145263671875
6488262820.5128202;-66.140243530273438;-81.449249267578125
6488278846.1538458;-63.577266693115234;-84.250747680664062
6488294871.7948713;-64.899528503417969;-99.317298889160156
6488310897.4358978;-61.101467132568359;-68.291175842285156
6488326923.0769234;-61.958019256591797;-71.183158874511719
6488342948.7179489;-63.602333068847656;-89.171829223632812
6488358974.3589745;-61.734710693359375;-91.256912231445312
6488375000;-61.065982818603516;-73.886848449707031
6488391025.6410255;-64.99395751953125;-72.570075988769531
6488407051.2820511;-67.409103393554688;-82.712326049804688
6488423076.9230766;-62.84423828125;-88.910972595214844
6488439102.5641022;-62.862148284912109;-82.662117004394531
6488455128.2051287;-60.736942291259766;-73.11968994140625
6488471153.8461542;-63.981464385986328;-73.841392517089844
6488487179.4871798;-63.392890930175781;-74.471153259277344
6488503205.1282053;-60.258983612060547;-73.644180297851562
6488519230.7692308;-61.625171661376953;-72.720176696777344
6488535256.4102564;-61.484146118164063;-74.3453369140625
6488551282.0512819;-65.222854614257813;-86.234146118164063
6488567307.6923075;-60.874397277832031;-65.933517456054687
6488583333.333333;-61.020278930664063;-73.644180297851562
6488599358.9743586;-67.452445983886719;-75.784126281738281
6488615384.6153851;-60.032295227050781;-79.454627990722656
6488631410.2564106;-63.555042266845703;-81.045181274414063
6488647435.8974361;-62.405612945556641;-82.294532775878906
6488663461.5384617;-63.508010864257813;-69.912208557128906
6488679487.1794872;-66.506500244140625;-85.792396545410156
6488695512.8205128;-62.800891876220703;-79.934829711914063
6488711538.4615383;-59.466751098632812;-66.440513610839844
6488727564.1025639;-65.280189514160156;-76.382583618164062
6488743589.7435894;-67.583793640136719;-77.733673095703125
6488759615.3846149;-62.088253021240234;-76.142959594726563
6488775641.0256414;-63.009391784667969;-74.326141357421875
6488791666.666667;-60.157085418701172;-66.032577514648438
6488807692.3076925;-64.436042785644531;-70.708969116210937
6488823717.9487181;-63.663913726806641;-77.385917663574219
6488839743.5897436;-62.572467803955078;-75.615684509277344
6488855769.2307692;-59.712776184082031;-79.506690979003906
6488871794.8717947;-59.578357696533203;-70.991668701171875
6488887820.5128202;-59.566078186035156;-73.868637084960938
6488903846.1538458;-63.447521209716797;-70.478164672851562
6488919871.7948713;-61.221508026123047;-86.047348022460938
6488935897.4358978;-65.396003723144531;-94.579048156738281
6488951923.0769234;-60.464496612548828;-85.973739624023438
6488967948.7179489;-60.342906951904297;-75.055801391601562
6488983974.3589745;-64.457565307617188;-71.169815063476563
6489000000;-60.653114318847656;-66.428916931152344
6489016025.6410255;-58.481708526611328;-71.156494140625
6489032051.2820511;-61.425334930419922;-81.941879272460938
6489048076.9230766;-63.874320983886719;-75.829605102539062
6489064102.5641022;-65.066291809082031;-65.066291809082031
6489080128.2051287;-65.774467468261719;-86.348190307617188
6489096153.8461542;-59.81317138671875;-91.256912231445312
6489112179.4871798;-59.805961608886719;-84.190841674804688
6489128205.1282053;-60.314205169677734;-68.372909545898438
6489144230.7692308;-59.557319641113281;-67.879928588867188
6489160256.4102564;-60.860149383544922;-83.984382629394531
6489176282.0512819;-62.525524139404297;-75.637954711914063
6489192307.6923075;-62.292133331298828;-74.29742431640625
6489208333.333333;-62.887802124023438;-71.972373962402344
6489224358.9743586;-58.078205108642578;-67.099090576171875
6489240384.6153851;-62.677146911621094;-73.477394104003906
6489256410.2564106;-62.3330078125;-87.848037719726563
6489272435.8974361;-62.251449584960938;-90.004981994628906
6489288461.5384617;-64.086997985839844;-83.151229858398438
6489304487.1794872;-63.327789306640625;-75.266891479492188
6489320512.8205128;-63.555042266845703;-81.045181274414063
6489336538.4615383;-60.819561004638672;-84.190841674804688
6489352564.1025639;-68.267280578613281;-89.066543579101563
6489368589.7435894;-63.466720581054688;-68.470069885253906
6489384615.3846149;-60.091670989990234;-73.644180297851562
6489400641.0256414;-61.658554077148438;-73.078071594238281
6489416666.666667;-60.091670989990234;-74.809089660644531
6489432692.3076925;-66.917442321777344;-72.530998229980469
6489448717.9487181;-65.286956787109375;-87.535400390625
6489464743.5897436;-66.006782531738281;-82.41534423828125
6489480769.2307692;-64.232734680175781;-78.885406494140625
6489496794.8717947;-64.016502380371094;-77.705337524414063
6489512820.5128202;-65.817558288574219;-78.614204406738281
6489528846.1538458;-61.712242126464844;-95.967483520507813
6489544871.7948713;-50.006729125976563;-79.898338317871094
6489560897.4358978;-37.353931427001953;-49.8638916015625
6489576923.0769234;-26.37040901184082;-37.196552276611328
6489592948.7179489;-19.59803581237793;-26.212535858154297
6489608974.3589745;-17.971433639526367;-17.971433639526367
6489625000;-18.255989074707031;-24.007699966430664
6489641025.6410255;-24.174800872802734;-34.797946929931641
6489657051.2820511;-35.027072906494141;-48.280174255371094
6489673076.9230766;-48.661216735839844;-69.712654113769531
6489689102.5641022;-61.580852508544922;-88.910972595214844
6489705128.2051287;-59.673652648925781;-76.566741943359375
6489721153.8461542;-62.036857604980469;-75.374397277832031
6489737179.4871798;-61.609634399414063;-70.4351806640625
6489753205.1282053;-64.205780029296875;-74.3453369140625
6489769230.7692308;-62.222846984863281;-69.757858276367188
6489785256.4102564;-61.097286224365234;-79.664787292480469
6489801282.0512819;-63.273906707763672;-85.685386657714844
6489817307.6923075;-61.484146118164063;-74.006149291992188
6489833333.333333;-66.196464538574219;-66.196464538574219
6489849358.9743586;-63.714626312255859;-84.341384887695313
6489865384.6153851;-57.190418243408203;-73.477394104003906
6489881410.2564106;-62.320968627929688;-80.34674072265625
6489897435.8974361;-64.380958557128906;-92.104988098144531
6489913461.5384617;-66.612358093261719;-81.086837768554687
6489929487.1794872;-58.469345092773438;-67.271842956542969
6489945512.8205128;-61.164440155029297;-61.164440155029297
6489961538.4615383;-58.782310485839844;-78.885406494140625
6489977564.1025639;-66.917442321777344;-78.051666259765625
6489993589.7435894;-57.657371520996094;-71.216606140136719
6490009615.3846149;-62.364398956298828;-70.386314392089844
6490025641.0256414;-59.207298278808594;-67.465492248535156
6490041666.666667;-61.658554077148438;-89.171829223632812
6490057692.3076925;-66.375015258789063;-116.56674194335937
6490073717.9487181;-65.437248229980469;-93.296699523925781
6490089743.5897436;-63.156524658203125;-72.89727783203125
6490105769.2307692;-64.594062805175781;-77.290985107421875
6490121794.8717947;-61.712242126464844;-72.816329956054688
6490137820.5128202;-59.739555358886719;-81.602981567382812
6490153846.1538458;-64.525543212890625;-82.712326049804688
6490169871.7948713;-55.819351196289063;-83.984382629394531
6490185897.4358978;-58.209136962890625;-89.718292236328125
6490201923.0769234;-63.686416625976563;-79.283302307128906
6490217948.7179489;-64.770942687988281;-79.215713500976563
6490233974.3589745;-61.591911315917969;-94.099044799804688
6490250000;-62.123470306396484;-83.474960327148438
6490266025.6410255;-66.687629699707031;-76.382583618164062
6490282051.2820511;-64.578437805175781;-84.809318542480469
6490298076.9230766;-63.001579284667969;-74.44195556640625
6490314102.5641022;-63.287345886230469;-63.287345886230469
6490330128.2051287;-61.289630889892578;-70.092864990234375
6490346153.8461542;-64.457565307617188;-72.194534301757813
6490362179.4871798;-64.24774169921875;-73.564781188964844
6490378205.1282053;-66.958389282226563;-89.171829223632812
6490394230.7692308;-61.289630889892578;-72.80023193359375
6490410256.4102564;-67.561759948730469;-83.557815551757812
6490426282.0512819;-62.983379364013672;-68.431076049804688
6490442307.6923075;-58.993026733398438;-68.139366149902344
6490458333.333333;-62.5477294921875;-84.809318542480469
6490474358.9743586;-61.041023254394531;-71.935897827148438
6490490384.6153851;-62.364398956298828;-72.546607971191406
6490506410.2564106;-62.513210296630859;-71.957763671875
6490522435.8974361;-61.341079711914063;-72.414825439453125
6490538461.5384617;-61.532367706298828;-73.688613891601562
6490554487.1794872;-64.190841674804688;-70.817108154296875
6490570512.8205128;-61.399322509765625;-82.3426513671875
6490586538.4615383;-62.61468505859375;-69.606216430664062
6490602564.1025639;-60.123382568359375;-83.557815551757812
6490618589.7435894;-60.318027496337891;-72.978988647460937
6490634615.3846149;-63.725936889648438;-85.440696716308594
6490650641.0256414;-58.466255187988281;-75.39605712890625
6490666666.666667;-61.111930847167969;-61.111930847167969
6490682692.3076925;-60.579933166503906;-69.769203186035156
6490698717.9487181;-58.877311706542969;-91.741508483886719
6490714743.5897436;-58.176216125488281;-75.615684509277344
6490730769.2307692;-58.469345092773438;-73.477394104003906
6490746794.8717947;-62.427513122558594;-76.238014221191406
6490762820.5128202;-58.503395080566406;-80.308479309082031
6490778846.1538458;-63.831256866455078;-76.629005432128906
6490794871.7948713;-64.600318908691406;-64.600318908691406
6490810897.4358978;-62.30413818359375;-71.516616821289062
6490826923.0769234;-60.253292083740234;-87.623580932617188
6490842948.7179489;-60.360172271728516;-69.468116760253906
6490858974.3589745;-60.950115203857422;-69.550712585449219
6490875000;-63.762794494628906;-94.880325317382813
6490891025.6410255;-63.802665710449219;-78.305610656738281
6490907051.2820511;-63.596755981445313;-74.539657592773438
6490923076.9230766;-62.584861755371094;-75.693885803222656
6490939102.5641022;-65.76373291015625;-80.63922119140625
6490955128.2051287;-63.333194732666016;-71.25018310546875
6490971153.8461542;-62.719879150390625;-76.297958374023437
6490987179.4871798;-65.372032165527344;-73.078071594238281
6491003205.1282053;-64.609710693359375;-72.045799255371094
6491019230.7692308;-63.255123138427734;-77.762107849121094
6491035256.4102564;-62.393470764160156;-98.983184814453125
6491051282.0512819;-63.720279693603516;-78.917877197265625
6491067307.6923075;-61.761745452880859;-78.125587463378906
6491083333.333333;-62.826362609863281;-73.823280334472656
6491099358.9743586;-62.032199859619141;-104.22074890136719
6491115384.6153851;-63.009391784667969;-83.897377014160156
6491131410.2564106;-68.106513977050781;-73.868637084960938
6491147435.8974361;-62.222846984863281;-69.740882873535156
6491163461.5384617;-65.049797058105469;-72.361137390136719
6491179487.1794872;-62.737537384033203;-72.060562133789063
6491195512.8205128;-63.379287719726563;-71.317726135253906
6491211538.4615383;-66.241706848144531;-98.983184814453125
6491227564.1025639;-64.812522888183594;-94.099044799804688
6491243589.7435894;-61.958019256591797;-61.958019256591797
6491259615.3846149;-63.672348022460938;-79.215713500976563
6491275641.0256414;-63.894489288330078;-70.849174499511719
6491291666.666667;-65.310691833496094;-91.392631530761719
6491307692.3076925;-65.327690124511719;-65.327690124511719
6491323717.9487181;-67.348785400390625;-72.640853881835938
6491339743.5897436;-66.021514892578125;-74.880325317382812
6491355769.2307692;-59.988025665283203;-76.406913757324219
6491371794.8717947;-71.45440673828125;-95.626815795898438
6491387820.5128202;-63.273906707763672;-76.095817565917969
6491403846.1538458;-63.188381195068359;-86.699577331542969
6491419871.7948713;-61.895919799804688;-81.234237670898438
6491435897.4358978;-68.89556884765625;-79.131950378417969
6491451923.0769234;-65.229583740234375;-87.757560729980469
6491467948.7179489;-65.361778259277344;-85.864479064941406
6491483974.3589745;-64.086997985839844;-77.565010070800781
6491500000;-59.578357696533203;-71.727279663085937
6491516025.6410255;-59.504955291748047;-82.839126586914062
6491532051.2820511;-66.667755126953125;-98.983184814453125
6491548076.9230766;-63.714626312255859;-88.219680786132813
6491564102.5641022;-64.34442138671875;-72.881027221679688
6491580128.2051287;-66.620254516601563;-87.448104858398438
6491596153.8461542;-66.553390502929688;-78.125587463378906
6491612179.4871798;-65.835578918457031;-80.404457092285156
6491628205.1282053;-64.701019287109375;-78.081161499023437
6491644230.7692308;-64.732734680175781;-81.895919799804688
6491660256.4102564;-69.364616394042969;-79.898338317871094
6491676282.0512819;-61.026496887207031;-79.048988342285156
6491692307.6923075;-61.097286224365234;-90.422935485839844
6491708333.333333;-62.275360107421875;-80.119644165039063
